latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
-34.622143,-58.40909,19.0,0,GMT,GMT

time,temperature_2m (°C),rain (mm),relative_humidity_2m (%),wind_speed_100m (km/h)
2024-11-09T03:00,19.1,0.00,75,26.0
2024-11-09T04:00,18.8,0.00,76,26.8
2024-11-09T05:00,18.0,0.00,80,24.8
2024-11-09T06:00,17.5,0.00,83,23.3
2024-11-09T07:00,17.4,0.00,85,20.4
2024-11-09T08:00,17.4,0.00,85,19.7
2024-11-09T09:00,17.4,0.00,84,20.9
2024-11-09T10:00,18.8,0.00,81,21.8
2024-11-09T11:00,20.1,0.00,74,20.1
2024-11-09T12:00,21.1,0.00,71,21.6
2024-11-09T13:00,22.5,0.00,63,16.3
2024-11-09T14:00,23.4,0.00,60,16.2
2024-11-09T15:00,24.4,0.00,54,15.7
2024-11-09T16:00,25.0,0.00,50,16.0
2024-11-09T17:00,25.4,0.00,48,16.6
2024-11-09T18:00,25.7,0.00,48,17.9
2024-11-09T19:00,26.0,0.00,48,18.7
2024-11-09T20:00,25.0,0.00,57,20.1
2024-11-09T21:00,23.0,0.00,64,26.1
2024-11-09T22:00,21.8,0.00,77,27.4
2024-11-09T23:00,21.2,0.00,84,30.6
2024-11-10T00:00,21.4,0.00,80,31.8
2024-11-10T01:00,22.4,0.00,69,33.0
2024-11-10T02:00,22.4,0.00,60,39.6
2024-11-10T03:00,21.8,0.00,66,40.5
2024-11-10T04:00,21.1,0.00,68,36.9
2024-11-10T05:00,20.4,0.00,71,32.8
2024-11-10T06:00,19.9,0.00,73,31.5
2024-11-10T07:00,19.6,0.00,74,31.9
2024-11-10T08:00,19.4,0.00,76,32.4
2024-11-10T09:00,19.3,0.00,77,33.4
2024-11-10T10:00,20.3,0.00,73,33.6
2024-11-10T11:00,21.4,0.00,67,29.3
2024-11-10T12:00,22.5,0.00,62,28.6
2024-11-10T13:00,23.4,0.00,60,27.3
2024-11-10T14:00,24.4,0.00,58,27.6
2024-11-10T15:00,25.7,0.00,51,27.4
2024-11-10T16:00,26.7,0.00,47,26.7
2024-11-10T17:00,27.8,0.00,44,21.9
2024-11-10T18:00,28.4,0.00,39,18.6
2024-11-10T19:00,28.8,0.00,37,15.1
2024-11-10T20:00,28.4,0.00,41,12.8
2024-11-10T21:00,24.1,0.90,69,14.5
2024-11-10T22:00,23.2,0.00,73,16.5
2024-11-10T23:00,21.9,0.50,75,27.5
2024-11-11T00:00,19.3,0.00,83,28.9
2024-11-11T01:00,20.4,0.00,85,30.3
2024-11-11T02:00,19.3,0.10,89,46.2
2024-11-11T03:00,15.7,0.10,75,48.1
2024-11-11T04:00,15.0,2.60,79,37.3
2024-11-11T05:00,15.3,0.30,80,26.4
2024-11-11T06:00,15.4,0.00,79,21.4
2024-11-11T07:00,15.0,0.00,79,26.3
2024-11-11T08:00,14.8,0.00,77,23.7
2024-11-11T09:00,14.6,0.00,76,23.6
2024-11-11T10:00,14.9,0.00,75,25.7
2024-11-11T11:00,15.6,0.00,74,25.9
2024-11-11T12:00,16.1,0.00,74,25.2
2024-11-11T13:00,17.7,0.00,73,34.2
2024-11-11T14:00,19.9,0.00,57,33.5
2024-11-11T15:00,21.4,0.00,50,35.2
2024-11-11T16:00,22.6,0.00,44,35.9
2024-11-11T17:00,22.6,0.00,39,43.1
2024-11-11T18:00,22.2,0.00,28,54.2
2024-11-11T19:00,20.7,0.00,28,54.1
2024-11-11T20:00,19.8,0.00,28,50.1
2024-11-11T21:00,18.7,0.00,33,47.2
2024-11-11T22:00,16.9,0.00,41,36.9
2024-11-11T23:00,16.1,0.00,40,39.6
2024-11-12T00:00,16.0,0.00,38,38.8
2024-11-12T01:00,14.3,0.00,44,36.5
2024-11-12T02:00,13.6,0.00,49,32.9
2024-11-12T03:00,13.3,0.00,54,33.2
2024-11-12T04:00,13.0,0.00,61,35.1
2024-11-12T05:00,12.3,0.00,67,34.1
2024-11-12T06:00,11.5,0.00,73,29.2
2024-11-12T07:00,10.8,0.00,77,23.3
2024-11-12T08:00,10.2,0.00,80,24.6
2024-11-12T09:00,10.0,0.00,81,26.0
2024-11-12T10:00,11.0,0.00,78,22.1
2024-11-12T11:00,12.8,0.00,74,13.0
2024-11-12T12:00,14.7,0.00,69,13.0
2024-11-12T13:00,17.0,0.00,52,7.2
2024-11-12T14:00,18.4,0.00,45,7.3
2024-11-12T15:00,20.3,0.00,38,6.4
2024-11-12T16:00,21.0,0.00,35,8.6
2024-11-12T17:00,22.2,0.00,32,13.5
2024-11-12T18:00,23.0,0.00,30,17.5
2024-11-12T19:00,23.5,0.00,29,26.4
2024-11-12T20:00,22.7,0.00,32,23.8
2024-11-12T21:00,23.1,0.00,30,17.3
2024-11-12T22:00,22.8,0.00,33,16.9
2024-11-12T23:00,21.7,0.00,39,15.5
2024-11-13T00:00,20.7,0.00,45,16.9
2024-11-13T01:00,20.4,0.00,43,17.4
2024-11-13T02:00,19.9,0.00,44,20.7
2024-11-13T03:00,19.2,0.00,46,18.7
2024-11-13T04:00,18.3,0.00,50,17.7
2024-11-13T05:00,17.2,0.00,55,21.3
2024-11-13T06:00,16.1,0.00,62,19.1
2024-11-13T07:00,15.5,0.00,66,16.6
2024-11-13T08:00,15.4,0.00,66,13.1
2024-11-13T09:00,15.1,0.00,67,11.2
2024-11-13T10:00,15.9,0.00,63,10.0
2024-11-13T11:00,18.0,0.00,53,5.5
2024-11-13T12:00,20.8,0.00,41,4.1
2024-11-13T13:00,23.9,0.00,29,7.1
2024-11-13T14:00,25.0,0.00,25,7.8
2024-11-13T15:00,25.5,0.00,25,3.6
2024-11-13T16:00,25.9,0.00,28,6.4
2024-11-13T17:00,26.4,0.00,27,7.6
2024-11-13T18:00,26.6,0.00,27,8.2
2024-11-13T19:00,26.1,0.00,32,13.2
2024-11-13T20:00,25.2,0.00,36,16.7
2024-11-13T21:00,24.4,0.00,38,17.0
2024-11-13T22:00,23.4,0.00,42,17.1
2024-11-13T23:00,22.6,0.00,48,16.5
2024-11-14T00:00,22.0,0.00,57,17.6
2024-11-14T01:00,21.6,0.00,64,18.0
2024-11-14T02:00,21.3,0.00,63,17.3
2024-11-14T03:00,21.0,0.00,59,16.3
2024-11-14T04:00,20.4,0.00,61,16.8
2024-11-14T05:00,19.9,0.00,63,17.9
2024-11-14T06:00,19.6,0.00,65,19.5
2024-11-14T07:00,19.2,0.00,69,17.6
2024-11-14T08:00,18.8,0.00,68,17.5
2024-11-14T09:00,18.5,0.00,67,18.4
2024-11-14T10:00,19.4,0.00,61,19.0
2024-11-14T11:00,20.7,0.00,53,17.7
2024-11-14T12:00,22.0,0.00,49,18.9
2024-11-14T13:00,24.1,0.00,45,18.6
2024-11-14T14:00,25.6,0.00,41,18.1
2024-11-14T15:00,26.9,0.00,38,17.1
2024-11-14T16:00,27.7,0.00,36,17.8
2024-11-14T17:00,28.3,0.00,33,19.1
2024-11-14T18:00,28.7,0.00,31,20.6
2024-11-14T19:00,29.0,0.00,28,21.5
2024-11-14T20:00,28.8,0.00,27,21.7
2024-11-14T21:00,28.4,0.00,27,21.2
2024-11-14T22:00,27.6,0.00,31,19.7
2024-11-14T23:00,26.1,0.00,40,18.9
2024-11-15T00:00,25.3,0.00,47,17.6
2024-11-15T01:00,24.8,0.00,53,19.2
2024-11-15T02:00,23.9,0.00,61,24.0
2024-11-15T03:00,23.8,0.00,57,29.9
2024-11-15T04:00,23.3,0.00,58,31.2
2024-11-15T05:00,22.8,0.00,59,30.6
2024-11-15T06:00,22.3,0.00,62,28.4
2024-11-15T07:00,22.0,0.00,63,26.9
2024-11-15T08:00,21.6,0.00,64,26.5
2024-11-15T09:00,21.4,0.00,66,26.3
2024-11-15T10:00,21.9,0.00,66,22.9
2024-11-15T11:00,22.8,0.00,61,23.0
2024-11-15T12:00,23.9,0.00,55,23.6
2024-11-15T13:00,25.9,0.00,49,19.6
2024-11-15T14:00,27.4,0.00,46,19.5
2024-11-15T15:00,28.8,0.00,42,20.2
2024-11-15T16:00,29.8,0.00,36,22.0
2024-11-15T17:00,30.3,0.00,32,25.5
2024-11-15T18:00,30.5,0.00,30,26.4
2024-11-15T19:00,30.7,0.00,28,26.2
2024-11-15T20:00,30.6,0.00,27,26.1
2024-11-15T21:00,30.5,0.00,27,23.0
2024-11-15T22:00,30.2,0.00,28,22.5
2024-11-15T23:00,27.4,0.00,42,20.4
2024-11-16T00:00,25.6,0.00,55,25.0
2024-11-16T01:00,25.6,0.00,60,29.3
2024-11-16T02:00,25.7,0.00,54,31.3
2024-11-16T03:00,25.1,0.00,57,32.6
2024-11-16T04:00,24.5,0.00,61,29.5
2024-11-16T05:00,24.0,0.00,63,26.8
2024-11-16T06:00,23.6,0.00,65,23.2
2024-11-16T07:00,23.1,0.00,67,21.8
2024-11-16T08:00,22.8,0.00,70,21.3
2024-11-16T09:00,22.4,0.00,72,19.8
2024-11-16T10:00,23.1,0.00,70,15.3
2024-11-16T11:00,24.2,0.00,66,9.4
2024-11-16T12:00,25.6,0.00,61,11.4
2024-11-16T13:00,27.7,0.00,56,14.1
2024-11-16T14:00,29.3,0.00,51,13.0
2024-11-16T15:00,30.3,0.00,49,11.2
2024-11-16T16:00,31.1,0.00,46,10.6
2024-11-16T17:00,32.3,0.00,34,11.8
2024-11-16T18:00,32.4,0.00,32,16.2
2024-11-16T19:00,32.2,0.00,30,15.4
2024-11-16T20:00,31.9,0.00,33,14.1
2024-11-16T21:00,31.0,0.00,43,15.8
2024-11-16T22:00,28.9,0.00,51,24.0
2024-11-16T23:00,27.1,0.00,60,25.8
2024-11-17T00:00,26.1,0.00,64,28.8
2024-11-17T01:00,25.8,0.00,65,15.6
2024-11-17T02:00,25.3,0.00,65,20.1
2024-11-17T03:00,23.7,0.00,72,22.7
2024-11-17T04:00,22.0,0.00,81,25.5
2024-11-17T05:00,20.8,0.00,83,26.5
2024-11-17T06:00,19.9,0.00,82,24.4
2024-11-17T07:00,19.6,0.10,78,27.8
2024-11-17T08:00,18.1,0.00,82,35.0
2024-11-17T09:00,17.0,0.00,80,38.9
2024-11-17T10:00,15.7,8.80,86,40.9
2024-11-17T11:00,15.5,11.20,88,33.2
2024-11-17T12:00,15.4,0.80,87,30.7
2024-11-17T13:00,17.3,4.20,89,25.6
2024-11-17T14:00,17.3,1.20,87,23.6
2024-11-17T15:00,19.3,0.10,74,32.8
2024-11-17T16:00,18.5,0.80,78,24.9
2024-11-17T17:00,18.6,0.10,77,26.6
2024-11-17T18:00,20.6,0.00,68,29.6
2024-11-17T19:00,19.8,0.00,71,27.8
2024-11-17T20:00,18.6,0.10,72,29.0
2024-11-17T21:00,18.0,0.00,71,29.6
2024-11-17T22:00,17.2,0.00,68,27.6
2024-11-17T23:00,16.2,0.00,68,26.4
2024-11-18T00:00,15.7,0.00,69,26.3
2024-11-18T01:00,15.5,0.00,76,28.2
2024-11-18T02:00,14.8,0.00,74,27.8
2024-11-18T03:00,14.4,0.00,75,25.8
2024-11-18T04:00,14.1,0.00,76,25.4
2024-11-18T05:00,13.7,0.00,78,24.5
2024-11-18T06:00,13.4,0.00,79,23.4
2024-11-18T07:00,13.2,0.00,80,23.5
2024-11-18T08:00,12.9,0.00,82,23.9
2024-11-18T09:00,12.5,0.00,84,25.0
2024-11-18T10:00,12.8,0.00,85,21.8
2024-11-18T11:00,14.4,0.00,82,19.4
2024-11-18T12:00,16.2,0.00,78,18.2
2024-11-18T13:00,18.8,0.00,73,15.4
2024-11-18T14:00,20.7,0.00,64,14.9
2024-11-18T15:00,21.6,0.00,60,14.8
2024-11-18T16:00,22.3,0.00,56,15.0
2024-11-18T17:00,23.0,0.00,52,15.5
2024-11-18T18:00,23.5,0.00,48,19.2
2024-11-18T19:00,20.8,0.00,69,25.9
2024-11-18T20:00,20.7,0.00,65,24.9
2024-11-18T21:00,20.7,0.00,65,27.1
2024-11-18T22:00,20.0,0.00,67,28.4
2024-11-18T23:00,19.0,0.00,68,27.6
2024-11-19T00:00,18.2,0.00,68,25.4
2024-11-19T01:00,17.6,0.00,72,23.5
2024-11-19T02:00,17.2,0.00,78,23.2
2024-11-19T03:00,16.9,0.00,81,22.9
2024-11-19T04:00,16.9,0.00,82,22.2
2024-11-19T05:00,16.9,0.00,82,20.5
2024-11-19T06:00,16.9,0.00,82,19.6
2024-11-19T07:00,16.8,0.00,81,18.9
2024-11-19T08:00,16.5,0.00,82,18.4
2024-11-19T09:00,16.4,0.00,82,19.1
2024-11-19T10:00,17.2,0.00,79,19.6
2024-11-19T11:00,18.3,0.00,71,20.0
2024-11-19T12:00,18.8,0.00,70,22.9
2024-11-19T13:00,19.8,0.00,63,23.2
2024-11-19T14:00,19.9,0.00,63,25.5
2024-11-19T15:00,20.3,0.00,65,23.2
2024-11-19T16:00,20.7,0.00,65,23.5
2024-11-19T17:00,20.7,0.00,59,25.1
2024-11-19T18:00,20.9,0.00,54,25.2
2024-11-19T19:00,21.1,0.00,53,25.1
2024-11-19T20:00,21.0,0.00,54,24.3
2024-11-19T21:00,20.5,0.00,55,25.1
2024-11-19T22:00,19.3,0.00,65,26.8
2024-11-19T23:00,18.8,0.00,71,30.8
2024-11-20T00:00,18.9,0.00,73,31.5
2024-11-20T01:00,19.4,0.00,74,31.7
2024-11-20T02:00,19.7,0.00,76,30.1
2024-11-20T03:00,19.9,0.00,77,25.4
2024-11-20T04:00,19.6,0.00,77,25.4
2024-11-20T05:00,19.3,0.10,77,27.6
2024-11-20T06:00,19.2,0.00,72,28.2
2024-11-20T07:00,19.0,0.00,71,24.8
2024-11-20T08:00,18.5,0.00,75,22.2
2024-11-20T09:00,18.1,0.00,75,21.2
2024-11-20T10:00,18.5,0.00,74,21.8
2024-11-20T11:00,19.2,0.00,70,21.3
2024-11-20T12:00,19.8,0.00,69,22.2
2024-11-20T13:00,20.8,0.00,67,20.5
2024-11-20T14:00,21.4,0.00,65,19.0
2024-11-20T15:00,22.2,0.00,61,18.2
2024-11-20T16:00,23.2,0.00,56,17.8
2024-11-20T17:00,23.7,0.00,51,19.8
2024-11-20T18:00,24.1,0.00,50,21.7
2024-11-20T19:00,24.2,0.00,46,22.1
2024-11-20T20:00,23.9,0.00,47,24.2
2024-11-20T21:00,23.0,0.00,58,26.8
2024-11-20T22:00,21.7,0.00,71,28.7
2024-11-20T23:00,20.5,0.00,73,33.3
2024-11-21T00:00,19.8,0.00,79,33.4
2024-11-21T01:00,20.3,0.00,78,33.8
2024-11-21T02:00,20.3,0.00,80,31.6
2024-11-21T03:00,20.2,0.00,83,28.8
2024-11-21T04:00,20.2,0.00,84,26.4
2024-11-21T05:00,20.2,0.00,72,25.1
2024-11-21T06:00,19.6,0.00,71,22.9
2024-11-21T07:00,19.1,0.00,73,19.9
2024-11-21T08:00,18.8,0.00,75,18.4
2024-11-21T09:00,18.5,0.00,76,18.5
2024-11-21T10:00,19.0,0.00,73,16.2
2024-11-21T11:00,19.3,0.00,71,16.3
2024-11-21T12:00,19.6,0.00,71,17.1
2024-11-21T13:00,21.0,0.00,61,18.6
2024-11-21T14:00,22.3,0.00,57,19.5
2024-11-21T15:00,22.7,0.00,56,20.5
2024-11-21T16:00,23.2,0.00,55,22.9
2024-11-21T17:00,23.8,0.00,49,18.7
2024-11-21T18:00,24.7,0.00,45,19.4
2024-11-21T19:00,24.3,0.00,52,26.8
2024-11-21T20:00,23.6,0.00,55,25.9
2024-11-21T21:00,23.0,0.00,58,27.1
2024-11-21T22:00,22.1,0.00,64,25.8
2024-11-21T23:00,21.4,0.00,69,23.4
2024-11-22T00:00,21.0,0.00,73,26.5
2024-11-22T01:00,20.9,0.00,74,29.4
2024-11-22T02:00,21.1,0.00,76,28.5
2024-11-22T03:00,21.2,0.00,69,25.4
2024-11-22T04:00,20.7,0.00,72,23.1
2024-11-22T05:00,20.2,0.00,75,21.9
2024-11-22T06:00,19.7,0.00,77,19.1
2024-11-22T07:00,19.3,0.00,79,17.3
2024-11-22T08:00,19.0,0.00,80,17.1
2024-11-22T09:00,18.8,0.00,81,16.6
2024-11-22T10:00,19.5,0.00,76,14.3
2024-11-22T11:00,20.4,0.00,71,14.3
2024-11-22T12:00,21.3,0.00,67,15.8
2024-11-22T13:00,22.4,0.00,64,15.6
2024-11-22T14:00,23.1,0.00,60,17.4
2024-11-22T15:00,24.1,0.00,54,17.8
2024-11-22T16:00,25.1,0.00,51,18.7
2024-11-22T17:00,25.5,0.00,51,19.8
2024-11-22T18:00,25.7,0.00,48,20.6
2024-11-22T19:00,25.8,0.00,48,23.3
2024-11-22T20:00,25.3,0.00,50,25.6
2024-11-22T21:00,24.5,0.00,57,26.9
2024-11-22T22:00,23.0,0.00,58,28.8
2024-11-22T23:00,21.5,0.00,65,28.1
2024-11-23T00:00,21.2,0.00,73,25.7
2024-11-23T01:00,21.4,0.00,76,30.2
2024-11-23T02:00,21.6,0.00,79,29.0
2024-11-23T03:00,22.0,0.00,76,29.8
2024-11-23T04:00,21.9,0.00,72,28.2
2024-11-23T05:00,21.4,0.00,73,27.6
2024-11-23T06:00,20.8,0.00,74,26.0
2024-11-23T07:00,20.3,0.00,75,24.3
2024-11-23T08:00,19.9,0.00,77,23.0
2024-11-23T09:00,19.5,0.00,79,22.7
2024-11-23T10:00,19.9,0.00,77,22.9
2024-11-23T11:00,20.5,0.00,74,21.9
2024-11-23T12:00,21.1,0.00,70,18.2
2024-11-23T13:00,21.6,0.20,67,20.8
2024-11-23T14:00,22.5,0.10,62,19.3
2024-11-23T15:00,24.0,0.00,53,17.7
2024-11-23T16:00,25.3,0.00,50,13.9
2024-11-23T17:00,25.9,0.00,49,15.2
2024-11-23T18:00,26.2,0.00,47,16.2
2024-11-23T19:00,26.8,0.00,45,18.5
2024-11-23T20:00,26.6,0.00,49,21.6
2024-11-23T21:00,25.9,0.00,56,22.1
2024-11-23T22:00,24.8,0.00,62,21.0
2024-11-23T23:00,23.8,0.00,67,20.5
2024-11-24T00:00,23.5,0.00,71,19.5
2024-11-24T01:00,24.9,0.00,64,29.0
2024-11-24T02:00,25.3,0.00,58,28.4
2024-11-24T03:00,24.4,0.00,64,25.7
2024-11-24T04:00,23.5,0.00,69,30.1
2024-11-24T05:00,23.0,0.00,71,31.3
2024-11-24T06:00,22.4,0.00,74,29.0
2024-11-24T07:00,21.8,0.00,76,27.4
2024-11-24T08:00,21.4,0.00,77,26.9
2024-11-24T09:00,21.1,0.00,78,26.7
2024-11-24T10:00,21.5,0.00,75,25.0
2024-11-24T11:00,22.1,0.00,72,24.3
2024-11-24T12:00,23.2,0.00,67,21.9
2024-11-24T13:00,24.8,0.00,63,20.6
2024-11-24T14:00,26.4,0.00,57,21.1
2024-11-24T15:00,28.3,0.00,50,22.4
2024-11-24T16:00,29.7,0.00,45,21.8
2024-11-24T17:00,30.9,0.00,42,19.0
2024-11-24T18:00,31.5,0.00,39,19.3
2024-11-24T19:00,31.9,0.00,38,21.2
2024-11-24T20:00,31.7,0.00,39,19.0
2024-11-24T21:00,30.4,0.30,44,14.6
2024-11-24T22:00,28.8,0.30,53,10.9
2024-11-24T23:00,25.9,3.00,72,15.7
2024-11-25T00:00,25.6,0.10,72,22.7
2024-11-25T01:00,25.2,3.60,78,15.3
2024-11-25T02:00,23.9,5.00,84,17.9
2024-11-25T03:00,23.3,8.20,91,10.6
2024-11-25T04:00,22.8,10.30,94,5.8
2024-11-25T05:00,22.4,1.90,96,8.3
2024-11-25T06:00,22.2,0.10,95,12.9
2024-11-25T07:00,21.7,0.00,94,10.1
2024-11-25T08:00,21.6,0.00,94,11.9
2024-11-25T09:00,21.6,0.00,93,9.4
2024-11-25T10:00,22.4,0.00,91,9.6
2024-11-25T11:00,23.1,0.00,87,11.4
2024-11-25T12:00,24.4,0.00,79,9.7
2024-11-25T13:00,24.4,0.30,81,7.8
2024-11-25T14:00,25.6,0.20,75,6.7
2024-11-25T15:00,27.0,0.10,69,10.5
2024-11-25T16:00,26.6,0.40,71,15.4
2024-11-25T17:00,27.1,0.30,67,15.7
2024-11-25T18:00,26.9,0.10,68,21.2
2024-11-25T19:00,25.8,0.10,73,22.5
2024-11-25T20:00,25.2,0.00,75,23.8
2024-11-25T21:00,23.7,0.00,81,26.1
2024-11-25T22:00,23.1,0.00,82,32.0
2024-11-25T23:00,22.8,0.00,80,30.9
2024-11-26T00:00,22.4,0.00,79,29.8
2024-11-26T01:00,22.2,0.00,80,32.6
2024-11-26T02:00,21.9,0.00,83,32.7
2024-11-26T03:00,21.8,0.00,84,34.9
2024-11-26T04:00,21.6,0.00,86,33.4
2024-11-26T05:00,21.7,0.00,86,33.2
2024-11-26T06:00,21.8,0.00,86,30.8
2024-11-26T07:00,21.7,0.00,87,30.1
2024-11-26T08:00,21.6,0.00,88,25.7
2024-11-26T09:00,21.6,0.20,87,21.6
2024-11-26T10:00,21.7,0.50,88,21.0
2024-11-26T11:00,22.0,0.10,86,21.9
2024-11-26T12:00,22.6,0.00,85,17.7
2024-11-26T13:00,21.5,4.00,85,21.0
2024-11-26T14:00,21.2,0.40,84,12.6
2024-11-26T15:00,22.2,0.20,79,14.1
2024-11-26T16:00,23.1,0.00,77,9.7
2024-11-26T17:00,23.8,0.00,75,11.7
2024-11-26T18:00,23.2,0.00,78,10.8
2024-11-26T19:00,24.1,0.00,76,3.7
2024-11-26T20:00,25.6,0.00,69,6.4
2024-11-26T21:00,26.1,0.00,67,5.6
2024-11-26T22:00,25.7,0.00,69,5.1
2024-11-26T23:00,23.8,0.00,84,8.5
2024-11-27T00:00,22.5,0.00,90,13.5
2024-11-27T01:00,22.7,0.00,88,13.7
2024-11-27T02:00,22.5,0.00,87,14.1
2024-11-27T03:00,22.1,0.00,89,14.2
2024-11-27T04:00,21.7,0.00,90,15.4
2024-11-27T05:00,21.3,0.00,91,15.7
2024-11-27T06:00,20.9,0.00,91,15.4
2024-11-27T07:00,20.5,0.00,93,15.6
2024-11-27T08:00,20.3,0.00,94,15.6
2024-11-27T09:00,20.1,0.00,95,15.2
2024-11-27T10:00,20.9,0.00,93,11.5
2024-11-27T11:00,21.5,0.00,91,12.7
2024-11-27T12:00,22.2,0.00,87,17.0
2024-11-27T13:00,22.5,0.20,82,20.8
2024-11-27T14:00,21.6,2.50,92,18.8
2024-11-27T15:00,21.1,6.10,94,20.3
2024-11-27T16:00,20.9,7.10,90,16.3
2024-11-27T17:00,20.7,5.80,93,21.4
2024-11-27T18:00,21.0,4.30,91,27.6
2024-11-27T19:00,23.7,0.10,66,22.6
2024-11-27T20:00,23.8,0.00,66,20.4
2024-11-27T21:00,23.3,0.00,74,17.4
2024-11-27T22:00,22.6,0.00,81,16.3
2024-11-27T23:00,21.8,0.00,85,17.2
2024-11-28T00:00,21.3,0.00,87,18.4
2024-11-28T01:00,21.0,0.00,89,15.6
2024-11-28T02:00,20.7,0.00,91,15.7
2024-11-28T03:00,20.5,0.00,93,16.0
2024-11-28T04:00,20.3,0.00,93,16.6
2024-11-28T05:00,20.1,0.00,93,17.5
2024-11-28T06:00,19.9,0.00,93,17.8
2024-11-28T07:00,19.9,0.00,93,19.8
2024-11-28T08:00,19.8,0.00,93,22.0
2024-11-28T09:00,19.8,0.00,91,24.8
2024-11-28T10:00,20.7,0.00,87,25.5
2024-11-28T11:00,21.9,0.10,78,30.9
2024-11-28T12:00,22.6,0.20,74,33.8
2024-11-28T13:00,22.8,0.20,76,29.6
2024-11-28T14:00,23.3,0.40,73,32.3
2024-11-28T15:00,23.8,0.00,71,29.2
2024-11-28T16:00,24.6,0.00,68,24.8
2024-11-28T17:00,25.3,0.00,66,20.2
2024-11-28T18:00,25.3,0.00,66,16.6
2024-11-28T19:00,25.3,0.00,66,15.3
2024-11-28T20:00,25.1,0.00,67,15.4
2024-11-28T21:00,24.6,0.00,71,15.5
2024-11-28T22:00,23.9,0.00,76,14.6
2024-11-28T23:00,23.0,0.00,80,16.5
2024-11-29T00:00,22.5,0.00,80,15.9
2024-11-29T01:00,22.6,0.40,79,14.8
2024-11-29T02:00,22.6,0.00,80,9.4
2024-11-29T03:00,19.5,5.60,92,35.7
2024-11-29T04:00,18.8,0.60,93,8.4
2024-11-29T05:00,18.6,0.20,95,6.4
2024-11-29T06:00,18.4,0.00,96,11.4
2024-11-29T07:00,18.0,0.00,97,7.0
2024-11-29T08:00,17.5,0.00,98,6.7
2024-11-29T09:00,17.6,0.00,98,14.1
2024-11-29T10:00,18.2,0.00,93,14.8
2024-11-29T11:00,19.4,0.00,85,20.4
2024-11-29T12:00,20.8,0.00,77,23.2
2024-11-29T13:00,22.5,0.00,70,19.6
2024-11-29T14:00,23.6,0.00,61,17.1
2024-11-29T15:00,24.6,0.00,54,15.7
2024-11-29T16:00,25.4,0.00,50,15.8
2024-11-29T17:00,26.1,0.00,42,19.5
2024-11-29T18:00,26.5,0.00,38,19.3
2024-11-29T19:00,26.4,0.00,36,20.9
2024-11-29T20:00,25.9,0.00,39,19.6
2024-11-29T21:00,25.2,0.00,42,19.5
2024-11-29T22:00,24.1,0.00,45,20.3
2024-11-29T23:00,22.8,0.00,50,18.4
2024-11-30T00:00,21.8,0.00,56,16.3
2024-11-30T01:00,21.1,0.00,57,19.3
2024-11-30T02:00,20.4,0.00,59,18.6
2024-11-30T03:00,19.8,0.00,61,15.0
2024-11-30T04:00,19.4,0.00,63,13.7
2024-11-30T05:00,18.5,0.00,70,16.7
2024-11-30T06:00,18.2,0.00,83,21.5
2024-11-30T07:00,18.2,0.00,89,21.5
2024-11-30T08:00,18.4,0.00,89,17.3
2024-11-30T09:00,18.3,0.00,88,15.8
2024-11-30T10:00,19.2,0.00,82,14.9
2024-11-30T11:00,20.2,0.00,73,14.2
2024-11-30T12:00,20.8,0.00,69,15.3
2024-11-30T13:00,21.8,0.00,66,14.5
2024-11-30T14:00,22.3,0.00,64,14.4
2024-11-30T15:00,22.7,0.00,61,13.8
2024-11-30T16:00,22.8,0.00,59,13.4
2024-11-30T17:00,23.7,0.00,55,11.9
2024-11-30T18:00,23.6,0.00,53,12.9
2024-11-30T19:00,23.9,0.00,49,10.1
2024-11-30T20:00,24.2,0.00,49,11.0
2024-11-30T21:00,23.2,0.00,57,15.1
2024-11-30T22:00,22.1,0.00,63,23.1
2024-11-30T23:00,21.4,0.10,73,27.7
2024-12-01T00:00,21.4,0.00,71,29.2
2024-12-01T01:00,21.5,0.30,71,26.7
2024-12-01T02:00,20.7,0.90,80,27.4
2024-12-01T03:00,21.2,0.00,76,26.3
2024-12-01T04:00,21.0,0.00,74,29.7
2024-12-01T05:00,20.6,0.00,74,29.6
2024-12-01T06:00,20.3,0.00,76,30.1
2024-12-01T07:00,20.3,0.00,76,31.7
2024-12-01T08:00,20.1,0.00,76,33.5
2024-12-01T09:00,20.2,0.00,76,31.7
2024-12-01T10:00,20.2,0.00,77,34.3
2024-12-01T11:00,20.0,3.00,83,33.0
2024-12-01T12:00,19.5,10.60,88,35.3
2024-12-01T13:00,19.4,12.10,90,39.1
2024-12-01T14:00,20.0,3.40,90,24.7
2024-12-01T15:00,20.9,0.80,85,24.4
2024-12-01T16:00,22.4,0.10,81,28.9
2024-12-01T17:00,22.3,0.00,72,39.3
2024-12-01T18:00,22.1,0.10,67,43.0
2024-12-01T19:00,22.2,0.00,62,35.9
2024-12-01T20:00,23.2,0.00,56,30.9
2024-12-01T21:00,22.8,0.00,59,26.1
2024-12-01T22:00,22.5,0.00,62,25.8
2024-12-01T23:00,21.6,0.00,54,33.0
2024-12-02T00:00,20.4,0.00,57,30.1
2024-12-02T01:00,19.5,0.00,69,27.9
2024-12-02T02:00,19.3,0.00,61,30.5
2024-12-02T03:00,18.8,0.00,55,31.5
2024-12-02T04:00,18.4,0.00,50,35.5
2024-12-02T05:00,17.9,0.00,44,37.1
